,MSPP0,MSPP1,MSPP2,MSPP3,MSPP4,MSPP5,MSPP6
it69,13.39423376,14.22408861,15.74033958,15.37124289,16.81605773,14.22408861,15.74033958
it70,13.33895308,15.54133193,16.51468088,17.21945904,21.52811304,16.06271624,20.33902517
it71,15.10828206,18.25635776,16.79208003,18.25635776,23.62148198,18.25635776,18.68157255
it72,19.48090921,20.59271123,20.39239333,20.59271123,25.48344349,20.59271123,22.36227772
it73,17.73288106,19.40987159,21.52580115,20.51442144,22.77535317,19.40987159,21.52580115
it74,18.90436447,19.4171269,20.31524527,19.4171269,21.45366417,19.4171269,20.31524527
it75,13.38783541,14.55211984,15.5009722,14.55211984,22.95672911,14.55211984,15.27999926
it76,15.43312402,19.43209611,19.45482221,19.43209611,20.73864313,19.43209611,19.45482221
it77,11.2030025,13.89794016,12.3809028,13.89794016,19.38984482,13.89794016,17.09162531
it78,18.41681989,21.46180256,22.70443142,21.46180256,22.7181139,21.46180256,22.7181139
it79,12.62490394,13.90197437,13.43343257,15.19751617,18.86507446,13.90197437,14.72897437
it80,17.57531049,18.39350177,19.88477133,18.39350177,21.3515693,18.39350177,19.88477133
it81,14.278413,15.65932012,16.94368329,15.65932012,19.91829296,15.65932012,16.94368329
it82,14.86254396,14.98224432,14.98224432,17.58880457,20.3342255,16.3703025,18.22191271
it83,14.34448406,16.53661283,14.87895295,16.53661283,21.57219142,16.53661283,15.77305145
it84,20.08047283,21.13377324,22.47658249,21.13377324,23.68838345,21.13377324,22.47658249
it85,20.26869304,22.01452627,21.78920223,22.01452627,24.87680209,22.01452627,24.87680209
it86,19.58098679,20.03633903,21.05069828,20.03633903,21.05069828,20.03633903,21.05069828
it87,16.17789597,16.53500563,16.64260841,18.7165349,22.73588061,18.7165349,19.68161801
it88,18.51424147,21.10022466,22.5334628,21.10022466,24.60695111,21.10022466,22.5334628
it89,16.65206866,17.02433572,17.65970327,18.41034626,21.72597434,17.02433572,20.00652233
it90,17.78575984,19.07977802,19.37543295,19.07977802,22.73777623,19.07977802,19.37543295
it91,15.25181629,17.11903652,18.04035734,17.11903652,18.04035734,17.11903652,18.04035734
it92,16.6111578,17.76376885,17.04919998,17.76376885,22.26105841,17.76376885,18.26012665
it93,17.75584748,18.33830726,20.20653625,18.33830726,21.64841084,18.33830726,20.20653625
it94,11.76204316,13.82380839,12.44895482,13.82380839,16.6312322,13.82380839,16.6312322
it95,16.15581652,18.4008808,20.72333243,18.4008808,22.21426294,18.4008808,20.72333243
it96,15.28068157,17.75447191,18.45218498,17.75447191,20.00984106,17.75447191,18.45218498
it97,19.51265311,20.11612268,20.38898378,20.11612268,24.13612154,20.11612268,21.54912998
it98,18.05704874,20.08554402,21.24589232,20.08554402,23.44575136,20.08554402,23.44575136
it99,16.13028395,17.71917952,18.09372914,17.71917952,20.08733219,17.71917952,18.90546551
it100,19.77861497,22.25850349,22.64316673,22.25850349,23.97053272,22.25850349,23.97053272
it101,16.30609269,17.06487819,16.78851301,17.06487819,20.93833034,17.06487819,17.96234048
it102,15.3140812,16.47763582,17.70060964,16.47763582,19.34120062,16.47763582,17.70060964
it103,19.88124845,21.24303324,21.7342991,21.24303324,23.31501366,21.24303324,22.29696487
it104,18.06379501,18.41539308,18.65186255,18.41539308,18.79130078,18.41539308,18.79130078
it105,12.11361371,14.4749905,13.00242048,15.96085659,15.6166379,14.4749905,14.5597158
it106,12.80963788,13.88914792,17.07933012,13.88914792,18.54805206,13.88914792,17.34072003
it107,18.07901693,20.94365918,20.69229072,20.94365918,26.02205679,20.94365918,20.63084497
it108,22.27011717,23.75163217,25.14986818,23.75163217,27.39917845,23.75163217,25.14986818
it109,14.45249766,16.10241862,17.17492924,16.10241862,21.60091356,16.10241862,17.29125018
it110,14.98499994,15.88180811,18.10516502,15.88180811,19.71251547,15.88180811,18.10516502
it111,14.40914269,15.51945654,15.2458339,15.51945654,19.32869829,15.51945654,17.63967615
it112,16.05325735,19.03906014,16.45459084,19.03906014,22.67883291,19.03906014,19.96916494
it113,17.48804041,19.03827207,18.39999572,19.03827207,22.75107594,19.03827207,20.54385175
it114,17.19781958,18.78133004,18.86484024,18.78133004,24.78039819,18.78133004,21.37784038
it115,15.36148081,16.75597737,18.75981273,16.75597737,18.75981273,16.75597737,18.75981273
it116,11.45485707,14.56800997,14.85112034,14.56800997,15.90650828,14.56800997,14.85112034
it117,15.49075706,16.02113137,17.78136733,16.02113137,19.62831666,16.02113137,17.78136733
it118,11.68471813,13.64830528,12.40228173,13.64830528,22.46611585,13.64830528,16.09397234
it119,12.28079236,13.74521037,13.52483808,13.74521037,15.90306121,13.74521037,15.90306121
it120,13.75126133,15.73572966,15.37790193,15.73572966,20.41015184,15.73572966,14.95947127
it121,14.90666435,15.6056464,15.98721946,17.4265764,20.52992267,16.36099792,19.26025725
it122,14.742616,16.98609743,16.78985932,16.98609743,21.04074327,16.98609743,18.4724449
it123,19.88051896,21.06396262,21.35977886,21.06396262,25.34326242,21.06396262,21.76587658
it124,18.51980102,19.37829193,19.03014076,19.37829193,22.17933692,19.37829193,19.03014076
it125,18.02023636,21.01255213,18.73143618,21.01255213,23.68585582,21.01255213,22.63859861
it126,21.06173197,22.43714873,24.14627988,22.43714873,24.14627988,22.43714873,24.14627988
it127,13.80343066,15.46428647,14.39481871,15.46428647,19.89234129,15.46428647,16.77350372
it128,16.07325403,18.98465551,16.91932458,18.98465551,22.28530924,18.98465551,20.8030428
it129,14.25402613,15.9210883,17.82687713,15.9210883,17.82687713,15.9210883,17.82687713
it130,16.16576143,17.41705496,18.68669857,17.41705496,19.94537414,17.41705496,18.68669857
it131,15.45524266,17.97008227,18.73047637,17.97008227,19.90986099,17.97008227,18.73047637
it132,17.69323174,18.83634854,17.83313788,18.83634854,22.54556466,18.83634854,21.33528237
it133,18.67593424,20.42248391,19.31564793,20.42248391,22.73032903,20.42248391,22.73032903
it134,15.68308121,19.2131644,20.0536806,19.2131644,21.36465844,19.2131644,20.35791914
it135,15.98709966,19.23240385,16.57612816,19.23240385,21.75296466,19.23240385,20.29640817
it136,13.46178785,16.33284439,14.03597393,16.33284439,20.15392597,16.33284439,20.15392597
it137,18.32610888,18.87376777,20.18782914,18.87376777,21.218733,18.87376777,20.18782914
it138,15.39420431,18.01425635,15.5804155,18.01425635,21.86963279,18.01425635,20.74097701
it139,19.60971467,22.36238407,21.20392079,22.36238407,25.1016468,22.36238407,23.68066632
it140,20.41959035,21.6905376,21.52522033,21.6905376,24.98955348,21.6905376,22.59688939
it141,20.33565806,20.87390384,20.87390384,22.0370992,22.85500363,21.02029971,21.55123591
it142,16.34945495,17.45695583,16.8632802,17.45695583,22.00061051,17.45695583,19.31180436
it143,19.73014965,20.32744913,22.63281267,20.32744913,22.63281267,20.32744913,22.63281267
it144,14.85864194,15.51520565,15.81320696,15.51520565,21.38216419,15.51520565,17.0942505
it145,15.48550655,16.58199458,17.14319749,17.7715605,23.51640549,16.58199458,18.09403758
it146,17.15969761,17.44545698,18.9776751,17.44545698,21.36674354,17.44545698,18.9776751
it147,20.31015332,21.2949654,22.75680405,21.2949654,22.75680405,21.2949654,22.75680405
it148,16.63557148,18.34938517,17.79457519,18.34938517,21.87702237,18.34938517,20.48890445
it149,18.16453161,20.5852288,18.83255889,20.5852288,24.31044051,20.5852288,23.14485801
it150,19.39959107,21.09444076,22.19097323,21.09444076,23.30880695,21.09444076,22.19097323
it151,18.88288893,20.17648117,18.88288893,20.17648117,23.6676495,20.17648117,21.89271336
it152,16.00707473,17.25086875,17.70480549,17.25086875,20.88719267,17.25086875,20.88719267
it153,14.44261436,16.11273269,16.85618562,16.11273269,18.8273585,16.11273269,16.85618562
it154,12.2985716,14.66177554,13.21449027,14.66177554,18.70701511,14.66177554,17.43709892
it155,17.32256776,17.59879893,19.20634855,17.59879893,19.20634855,17.59879893,19.20634855
it156,14.14771707,17.38014296,15.15203043,17.38014296,22.2320612,17.38014296,20.8486646
it157,15.05983449,17.39217368,16.58902738,17.39217368,18.11718132,17.39217368,18.73659549
it158,17.52348462,19.33527461,20.77024687,19.33527461,20.77024687,19.33527461,20.77024687
it159,14.11447957,16.06915013,15.21697746,17.48637093,24.81848152,16.06915013,15.41326236
it160,14.65635117,15.15984081,14.99998056,17.3397265,21.42577895,17.3397265,18.48909565
it161,21.26573558,22.42125302,22.2732271,22.42125302,25.77363134,22.42125302,22.29869612
it162,17.36404029,18.40259782,18.40259782,18.40259782,23.08497834,18.40259782,19.29838684
it163,17.60171947,18.0221823,19.73055405,18.0221823,19.73055405,18.0221823,19.73055405
it164,16.26345358,17.40669671,17.33228178,17.40669671,22.48095945,17.40669671,18.97584048
it165,20.23566137,21.53893149,22.30826447,21.53893149,24.85495931,21.53893149,22.30826447
it166,13.55796191,13.67143634,14.45005347,15.59930757,18.21363358,15.59930757,18.21363358
it167,14.75425156,15.44095534,16.22950796,16.8643977,21.49678658,15.78499374,19.88842038
it168,18.28780558,19.38152458,20.99730313,19.38152458,22.56951839,19.38152458,20.99730313
it169,15.94851467,17.30564391,18.38562248,17.30564391,18.38562248,17.30564391,18.38562248
it170,16.28759086,17.24530018,17.10803663,17.24530018,19.20238526,17.24530018,19.20238526
it171,15.01902468,17.29846984,19.16247838,17.29846984,19.16247838,17.29846984,19.16247838
it172,16.04331839,18.11805375,16.82817054,18.11805375,22.53196868,18.11805375,17.46479936
it173,15.52353342,17.65638263,19.55958417,17.65638263,19.55958417,17.65638263,19.55958417
it174,14.40092714,15.44277174,16.91765379,15.44277174,17.96679672,15.44277174,16.91765379
it175,17.74721021,19.28973333,18.7138097,19.28973333,21.40645235,19.28973333,20.12839268
it176,21.01233335,22.82488596,23.56005698,22.82488596,25.34910396,22.82488596,23.56005698
it177,17.94753501,20.71645133,20.6194196,20.71645133,23.15744525,20.71645133,21.9815082
it178,16.78789621,17.74262223,17.84132354,17.74262223,20.36156115,17.74262223,17.84132354
it179,17.17863532,17.77314261,18.62824212,17.77314261,19.77755284,17.77314261,18.62824212
it180,13.89717125,15.9284657,14.97732475,15.9284657,20.25922877,15.9284657,16.04679776
it181,23.25969136,24.84160627,25.40491077,24.84160627,26.68283832,24.84160627,25.40491077
it182,19.57855016,21.04637783,23.58084252,21.04637783,23.58084252,21.04637783,23.58084252
it183,19.13637271,20.26154206,23.26409058,21.48389251,24.70878783,20.26154206,23.26409058
it184,14.29240651,16.21894128,15.53258664,16.21894128,22.24812711,16.21894128,16.83214052
it185,20.31383219,21.04324729,23.84855304,21.04324729,23.84855304,21.04324729,23.84855304
it186,17.14356229,20.26658429,19.34863472,20.26658429,24.07814903,20.26658429,22.42035038
it187,16.48997139,18.09256675,18.09256675,18.09256675,19.82584347,18.09256675,18.09256675
it188,16.17913571,16.90244803,18.15347484,17.98512029,22.97728966,16.90244803,19.44785344
it189,18.26229599,20.25904496,21.42113642,20.25904496,23.2095876,20.25904496,21.42113642
it190,13.59041223,15.11481054,15.67735418,15.11481054,17.15629014,15.11481054,15.67735418
it191,15.27278247,16.74741598,18.44279582,16.74741598,18.44279582,16.74741598,18.44279582
it192,14.47041797,15.93211706,15.18918357,15.93211706,19.44309919,15.93211706,19.44309919
it193,17.65744578,17.98093662,18.79501175,17.98093662,22.77006538,17.98093662,19.88469261
it194,15.45820121,17.84143274,19.28425956,18.87102122,23.50748697,17.84143274,20.7992306
it195,11.13610583,15.02729432,13.22997733,15.02729432,19.72607901,15.02729432,15.49353469
it196,15.98717934,17.20407499,17.22750538,17.20407499,19.25724581,17.20407499,17.22750538
it197,15.28689693,16.92977881,18.28432055,19.63450918,23.97265645,19.63450918,22.14032573
it198,18.53800897,20.06616154,21.38953997,20.06616154,21.38953997,20.06616154,21.38953997
it199,13.91641938,16.2378307,16.43611462,16.2378307,22.12393333,16.2378307,18.75825209
it200,17.594093,19.13329163,18.96194617,19.13329163,22.67500725,19.13329163,18.96194617
it201,14.98051606,15.76515116,19.13920615,17.12838334,19.13920615,15.76515116,19.13920615
it202,16.39264574,16.86489035,18.05699143,16.86489035,19.58250427,16.86489035,18.05699143
it203,16.90540534,17.41075389,17.44944714,17.41075389,23.19866411,17.41075389,19.1043682
it204,16.30080665,17.91044923,18.41608189,17.91044923,22.61180355,17.91044923,19.16424445
it205,14.49340863,14.74318548,15.55697627,16.76293287,20.65713024,14.74318548,14.87260333
it206,17.22095739,18.60634198,18.41889618,18.60634198,22.00002747,18.60634198,22.00002747
it207,11.97054416,13.64256488,12.67924717,13.64256488,17.02699134,13.64256488,14.03612231
it208,18.37648996,19.63264918,20.90517402,19.63264918,22.00173255,19.63264918,20.98648158
it209,17.17520211,18.62367254,17.78815812,18.62367254,19.4510151,18.62367254,19.4510151
it210,17.89634816,21.14187241,22.21554994,21.14187241,23.62271318,21.14187241,22.21554994
it211,13.43529616,15.02696702,17.28337511,15.02696702,18.30337471,15.02696702,17.28337511
it212,13.64828046,15.44682936,14.30980176,16.4724095,19.23216001,15.44682936,17.67070786
it213,18.73088434,20.48481304,20.48481304,20.48481304,23.41762654,20.48481304,21.81205008
it214,19.99636785,20.57098621,20.67700401,21.79954233,26.4194287,20.57098621,24.5992837
it215,20.8830733,22.8282754,23.37614679,22.8282754,25.14309554,22.8282754,23.37614679
it216,17.0331474,19.38223305,18.96442583,19.38223305,24.6656176,19.38223305,19.41855156
it217,18.23830067,20.24897286,20.84859029,20.24897286,24.2230495,20.24897286,20.84859029
it218,13.74440436,15.36188805,16.37171717,15.36188805,16.37171717,15.36188805,16.37171717
it219,14.78282811,17.74942224,19.67583222,17.74942224,21.04927042,17.74942224,19.67583222
it220,12.91425135,16.17246589,13.41535585,16.17246589,19.88993849,16.17246589,18.6037663
it221,13.73995405,14.39926648,15.3508167,14.39926648,17.64592323,14.39926648,15.3508167
it222,13.95088345,15.07073563,15.83346195,16.49152556,19.74144894,15.07073563,18.30785242
it223,11.98633853,13.99296419,14.12822528,13.99296419,15.97467284,13.99296419,14.25860325
it224,18.33773198,19.20255382,20.84547797,19.20255382,20.84547797,19.20255382,20.84547797
it225,16.24756297,18.38225025,16.75615307,18.38225025,23.29478851,18.38225025,20.30517202
it226,14.90032053,17.89949887,16.60007968,17.89949887,22.42964192,17.89949887,18.67373565
it227,14.63306361,14.88084104,16.13164239,14.88084104,18.62604268,14.88084104,16.13164239
it228,18.15682097,20.56477264,19.35945652,20.56477264,23.38864095,20.56477264,20.81229684
it229,13.11779489,16.05049385,13.96465436,16.05049385,20.72293685,16.05049385,17.19213736
it230,12.41222866,14.40764202,15.7836814,14.40764202,17.47639,14.40764202,15.7836814
it231,19.07747096,20.50477055,19.66520168,20.50477055,25.55110081,20.50477055,22.52290034
it232,14.49608304,15.89537994,17.26261429,15.89537994,18.36653552,15.89537994,17.26261429
it233,17.66929139,18.79961673,19.89486847,18.79961673,21.72744161,18.79961673,19.89486847
it234,14.91158718,15.86996912,18.15048701,15.86996912,18.15048701,15.86996912,18.15048701
it235,14.4594192,16.07538516,17.10322854,16.07538516,18.78959227,16.07538516,17.10322854
it236,16.56769551,18.51144588,17.81666009,18.51144588,22.19530028,18.51144588,21.12475023
it237,15.25315378,17.10664327,18.50585925,17.10664327,20.77109301,17.10664327,18.50585925
it238,15.06796144,17.17956127,19.05537595,17.17956127,20.2335669,17.17956127,20.2335669
it239,17.00370144,17.94729226,19.0755335,17.94729226,21.25355542,17.94729226,19.35455717
it240,20.7481279,21.56953227,22.91592543,21.56953227,24.47637065,21.56953227,22.91592543
it241,15.15497101,17.47246144,16.53054368,18.72581704,24.35074346,17.47246144,19.99970691
it242,16.07959956,17.35356706,18.59692043,17.35356706,20.17323332,17.35356706,20.17323332
it243,15.90677489,17.2788985,19.1136472,17.2788985,20.19064031,17.2788985,19.1136472
it244,16.35342372,16.96295252,17.8756369,16.96295252,20.48231496,16.96295252,17.8756369
it245,13.79990533,15.47190784,17.18184717,16.55164035,20.3641949,16.55164035,19.30338109
it246,14.59928464,15.06680547,16.34377355,15.06680547,23.03714632,15.06680547,16.18582043
it247,18.99559489,20.33654027,21.46769418,20.33654027,24.12228324,20.33654027,21.46769418
it248,16.99282188,18.06225065,17.46489099,18.06225065,20.6903828,18.06225065,20.6903828
it249,20.44998602,20.98984453,21.25826821,20.98984453,24.44794933,20.98984453,21.25826821
it250,19.19692528,21.84676579,19.79309382,21.84676579,24.4850728,21.84676579,23.4769748
it251,17.7880068,19.55842665,21.3514388,19.55842665,21.3514388,19.55842665,21.3514388
it252,23.22371558,24.43171008,25.52655588,24.43171008,27.64559036,24.43171008,27.64559036
it253,19.40321857,19.99543569,22.95395841,19.99543569,22.95395841,19.99543569,22.95395841
it254,16.98789198,18.15466805,18.28191564,18.15466805,21.13828797,18.15466805,21.13828797
it255,13.19679239,14.96950495,16.22070752,18.55870327,21.92591734,17.05663572,19.32980352
it256,15.54555876,17.16849303,16.6565167,17.16849303,20.21046349,17.16849303,18.6464232
it257,17.06141388,17.54231647,17.54567441,17.54231647,19.2130347,17.54231647,18.19852916
it258,19.430792,21.14563143,21.00465049,21.14563143,23.54312956,21.14563143,22.49288607
it259,18.9403412,20.41527258,21.23363981,20.41527258,22.2554776,20.41527258,22.2554776
it260,18.88717632,19.74679674,21.38301663,19.74679674,23.09274402,19.74679674,21.38301663
it261,14.10660516,16.50406761,17.39120173,19.62238405,21.9373509,18.36996592,21.9373509
it262,13.63208599,15.2912406,15.78105778,15.2912406,18.12389587,15.2912406,18.12389587
it263,14.49410984,14.82052465,14.82052465,18.2102181,21.92358908,18.2102181,19.19687705
it264,15.42152272,17.33462037,19.01299279,17.33462037,20.41074906,17.33462037,19.01299279
it265,16.44543544,18.39700152,17.37140832,18.39700152,20.98920195,18.39700152,18.44357064
it266,15.97623862,18.9755874,16.89888887,18.9755874,20.73690525,18.9755874,19.29975604
it267,15.66237792,18.18702446,17.03874985,18.18702446,22.58594621,18.18702446,19.67989045
it268,19.01081098,19.63256866,20.7764933,19.63256866,22.31393885,19.63256866,20.7764933
it269,16.45555012,18.41504723,16.77711036,18.41504723,22.53140455,18.41504723,19.20764443
it270,16.23620099,18.3109238,18.11987156,18.3109238,23.19991354,18.3109238,18.62337761
it271,20.34132439,20.58052093,21.08608221,20.58052093,23.47132183,20.58052093,22.18075305
it272,16.94382402,18.39679032,18.44004906,18.39679032,20.12268939,18.39679032,18.44004906
it273,16.17699957,17.70845381,18.24438304,18.9081029,21.244261,18.9081029,18.92332708
it274,19.73512961,20.7921992,22.13748729,20.7921992,22.13748729,20.7921992,22.13748729
it275,15.63885462,16.1435636,16.06275027,17.23485731,21.34266273,17.23485731,19.12394521
it276,17.01534608,17.74096007,17.01534608,18.88771762,21.23799721,18.88771762,21.23799721
it277,19.21055569,21.07077497,20.18584343,21.07077497,24.85072947,21.07077497,24.85072947
it278,17.79094579,19.04642089,19.08168937,19.04642089,21.57454809,19.04642089,21.57454809
it279,14.18460787,15.39805815,16.71275871,16.61815394,19.96989116,15.39805815,18.93815539
it280,15.46002011,17.5439501,17.48476044,17.5439501,21.41926481,17.5439501,16.72488975
it281,16.37005618,16.99965981,16.99965981,21.5758709,22.64389072,20.27555045,21.34357026
it282,20.43353906,21.25839534,23.23938601,22.30034172,24.56716295,22.30034172,23.23938601
it283,16.76100464,18.53010358,20.39698124,18.53010358,20.39698124,18.53010358,20.39698124
it284,16.82438527,17.41478091,19.25378585,17.41478091,19.25378585,17.41478091,19.25378585
it285,13.29044886,13.65033793,13.94110521,14.83619496,18.72384594,14.83619496,15.35020233
it286,15.11890828,19.01791896,16.43530883,19.01791896,21.94997891,19.01791896,20.87310786
it287,15.71315189,16.73577055,17.67606065,16.73577055,18.85939135,16.73577055,17.67606065
it288,18.98163959,20.3948634,21.14513008,20.3948634,22.15079229,20.3948634,21.14513008
it289,21.05059272,21.89390839,21.86119557,21.89390839,24.50594531,21.89390839,23.45182772
it290,15.09180283,16.65115473,18.43654973,16.65115473,18.43654973,16.65115473,18.43654973
it291,15.88208454,16.83593664,17.2355504,16.83593664,18.45184462,16.83593664,17.2355504
it292,16.34294596,18.01667118,18.70903335,18.01667118,21.35879781,18.01667118,18.70903335
it293,12.59168351,13.45665452,14.40207002,13.45665452,15.79833411,13.45665452,14.40207002
it294,15.38468734,18.30168477,17.10689143,18.30168477,20.62168281,18.30168477,20.62168281
it295,18.0022024,19.15450338,19.08863933,21.24310587,26.07461199,20.00854976,23.42535687
it296,14.97921733,15.60890283,18.02996099,15.60890283,18.02996099,15.60890283,18.02996099
it297,18.37694531,18.97929859,22.63975157,20.01781097,22.63975157,18.97929859,22.63975157
it298,16.10232069,16.67203797,17.11508728,19.86051716,21.25079787,18.24090268,21.25079787
it299,16.1221294,17.49646407,19.2981131,17.49646407,19.2981131,17.49646407,19.2981131
it300,16.20827351,16.58221749,18.09933,16.58221749,20.13630969,16.58221749,18.5760235
it301,21.99214502,23.6314324,25.10888991,23.6314324,26.65537017,23.6314324,25.10888991
it302,17.25502419,18.22260865,18.01752709,18.22260865,21.55524232,18.22260865,19.46318994
it303,16.2832078,18.08379125,19.34628062,18.08379125,23.52501718,18.08379125,20.63044821
it304,18.43938668,20.95497997,19.59960662,20.95497997,25.27254036,20.95497997,22.98584748
it305,16.21187028,18.7013279,17.09242021,18.7013279,23.05795083,18.7013279,21.37981594
it306,14.13323353,15.27752892,15.73146795,15.27752892,16.86826934,15.27752892,15.73146795
it307,20.71714378,21.06838008,22.75481625,21.06838008,22.75481625,21.06838008,22.75481625
it308,22.14913988,23.33674409,23.511597,23.33674409,28.00571072,23.33674409,25.73647349
it309,16.78305677,17.44579795,20.20110948,17.44579795,20.20110948,17.44579795,20.20110948
