,MSPP0,MSPP1,MSPP2,MSPP3,MSPP4,MSPP5,MSPP6
it45,25.66798334,28.1381956,28.81552264,33.81701202,30.03176827,32.35928548,29.51142894
it46,21.17328497,24.5317727,23.87863657,27.88159058,25.4273629,26.6135203,24.97404198
it47,23.90916294,28.78178248,26.78908333,29.90757886,28.17596592,28.78178248,26.22408881
it48,30.65145687,35.31014024,32.95332585,38.57855792,35.89730438,37.16306662,35.52439044
it49,24.09510668,28.86929504,24.56984265,34.62158975,31.7155954,31.78636864,31.72183397
it50,28.65438673,33.15420626,31.15190255,34.76816276,32.40705727,33.15420626,30.73515571
it51,27.98465804,33.63555441,30.35304315,36.37000884,31.12696751,34.19756919,32.54069622
it52,17.12782992,20.46767663,19.08187298,28.10858133,22.46306674,27.08725884,26.79959051
it53,26.94562342,31.62023825,28.539291,32.74711371,31.11648478,31.62023825,29.6528777
it54,31.15248249,36.51125365,33.83018614,37.58091768,35.85122852,36.51125365,35.19968728
it55,26.95900743,29.70516617,27.59271708,36.56801091,31.46886869,33.8930504,30.93539663
it56,23.77230633,30.64859586,24.53415513,33.7557295,32.246104,30.04123856,31.73256973
it57,24.24151363,27.11391544,24.66640322,38.06968724,33.30817358,35.52805008,34.54290736
it58,24.84138808,32.47577455,27.98763359,32.47577455,29.94132007,32.47577455,27.54481067
it59,27.81917801,33.03002596,30.40482477,34.80685599,31.00528668,33.03002596,31.55399443
it60,30.67233695,34.76563675,34.0085577,37.96437008,36.66231173,36.79016839,35.78000615
it61,23.80930072,29.55620746,29.13992677,31.68503373,29.96631264,29.55620746,28.86635075
it62,27.15433866,30.58413694,27.30761018,37.06791487,33.23319583,34.49748327,33.98164413
it63,27.73430908,33.43334923,31.26255941,33.43334923,33.393033,33.43334923,31.14530961
it64,23.84360063,27.80222587,24.67215488,34.28542543,28.54772983,32.95289913,30.09266266
it65,25.56968344,30.02511906,29.38642623,32.13469673,30.36091498,30.02511906,27.46624432
it66,25.73248191,29.444523,27.20112315,32.41061674,29.05297301,30.12329144,28.71495559
it67,17.73349245,24.59545316,17.73349245,27.59367258,24.03810999,25.56844354,22.39131702
it68,25.21676645,30.74009894,25.54270267,31.93313487,30.92792039,30.74009894,28.6577449
it69,19.64285968,24.45128978,20.46105217,29.90719285,25.60972908,27.52544631,21.9889655
it70,18.65658909,22.13707108,21.15151125,34.2459984,23.5157223,26.32844562,28.62157549
it71,23.42701484,29.43222228,23.63556971,34.63148597,33.01074655,33.59824925,31.65196761
it72,28.83260076,33.59836672,31.25145783,36.26448221,34.22938613,33.59836672,35.00286944
it73,25.76223936,27.46885587,28.37581606,34.56864352,30.68100118,32.1079598,30.79798711
it74,28.39528232,30.36053226,30.49054515,30.36053226,30.49054515,30.36053226,29.63692947
it75,19.812594,23.53694872,20.08404133,30.40230194,25.79628543,28.19057022,29.02608208
it76,23.58309162,28.45050057,25.93940549,33.53790763,28.70048642,31.20367678,29.30455372
it77,18.4474616,19.78627307,19.21028998,29.71636661,24.74610613,27.42295443,27.15891988
it78,28.39162726,32.15886184,28.59498466,38.93209124,34.47629466,35.22791169,34.16062474
it79,18.3541546,23.72753693,23.65230834,30.58150321,22.12091002,25.62886107,24.48502216
it80,26.02703973,32.40479108,28.19209146,34.0299413,29.98522739,32.40479108,28.69133445
it81,23.24654001,29.68247351,23.24654001,32.1024078,28.24229418,29.68247351,29.43013153
it82,22.1982771,24.65603987,24.46668557,29.81835628,25.31088129,29.28358453,27.56332404
it83,22.18026827,25.06263266,25.12218317,32.68172092,25.41950218,28.15484228,29.3422385
it84,30.27971377,35.1544676,32.55216825,38.34145764,33.45525169,35.1544676,33.84193659
it85,29.68271561,34.39688951,33.81769481,38.22330385,34.65977498,38.22330385,34.11592629
it86,29.06192236,33.66571634,31.28952403,33.66571634,31.45697652,33.66571634,30.66856774
it87,24.42028323,29.20860387,27.44605301,32.04166703,30.13192425,32.04166703,29.88287657
it88,29.26936633,36.69607078,29.60060362,36.69607078,37.34037332,36.69607078,35.24000915
it89,24.91361422,27.51633191,27.44947907,34.01752036,29.16893109,32.63194534,30.45043764
it90,27.27440538,31.46275239,31.35542088,34.50929027,31.93863661,34.50929027,29.78252956
it91,22.56248706,25.67768895,24.41263741,30.34986325,25.47163057,30.34986325,27.40525018
it92,25.60058362,27.8114422,28.2981534,32.57630155,30.3792004,31.54324667,29.08029912
it93,26.59426485,32.17543833,30.25725719,34.14511386,32.73375199,32.17543833,29.07082331
it94,18.68309984,21.82368289,21.71384663,27.64441888,22.51597142,25.09912692,24.65245874
it95,24.24641329,33.15432204,25.01773185,33.15432204,31.35743679,33.15432204,30.41158369
it96,23.55852441,26.9277194,24.00399538,33.85107227,29.78304019,32.82162903,28.78868695
it97,29.89887264,32.76183578,32.01385005,36.88697498,33.4040423,35.73613597,33.73095486
it98,28.11650661,31.85045905,31.13041208,36.66685533,32.70814721,35.37332189,33.32609276
it99,23.42214656,29.35074014,23.78750308,31.74973767,29.75908589,30.45860553,27.12082281
it100,30.34981196,34.90526777,33.92535347,39.00818399,36.23747397,36.59764255,34.12458164
it101,23.57900302,26.84021533,28.30234122,31.28030079,28.68945723,30.03529309,27.63290083
it102,23.3639843,29.54630563,25.25899941,29.54630563,27.18150441,29.54630563,26.90565962
it103,32.19732992,36.12399447,35.37014133,37.33832812,35.37014133,36.31991752,35.04643772
it104,27.53360184,30.09287918,30.11407201,35.16142534,32.17053412,31.6315374,31.46350937
it105,16.91841116,21.18175465,20.47925263,33.84577537,24.68188223,23.23303761,22.57528723
it106,18.85244555,25.03974744,22.98738479,26.86912143,25.07595552,25.03974744,23.94020899
it107,26.41903863,30.55949879,28.92488056,37.72330522,34.0128128,33.76069523,33.21664591
it108,33.76046152,39.05612965,37.20579796,41.3069241,38.16752456,40.23269449,38.33387904
it109,24.72756232,29.5152184,26.88337048,32.48142354,29.98471859,29.83307194,29.57366467
it110,21.22859929,28.45040213,22.91521513,29.45852691,25.03162097,28.45040213,25.7662194
it111,21.90318214,28.52220885,24.38283597,29.62529471,28.83291374,28.52220885,27.14371668
it112,23.29395628,27.18736281,24.50865009,33.42769059,29.85133303,32.17220866,29.41537818
it113,26.02197026,30.92063535,27.5366054,33.26640702,33.118681,32.01733801,31.09651156
it114,25.02777671,31.20763834,26.49977777,34.27654684,30.29902167,31.20763834,31.73813436
it115,23.33093757,28.10117145,23.84428978,30.06199965,26.89694316,28.10117145,27.25577678
it116,15.9919654,19.94109177,17.68405289,25.82498752,22.20344838,24.74572485,21.37592953
it117,23.10888768,26.81109085,27.17333831,29.31386042,26.31199483,26.81109085,25.47171937
it118,15.84840493,16.76193167,17.47949526,29.1296391,20.1833861,24.49747486,29.02716473
it119,19.34257466,25.18573849,19.52646224,26.36403154,23.13631728,25.18573849,24.16888323
it120,19.07526937,23.06629906,20.78770909,29.75975771,21.17800289,27.39409869,26.22082161
it121,22.02298885,27.25481415,23.78178775,31.82418476,26.53714156,29.43772736,27.12683989
it122,22.45136378,29.37006489,22.45136378,31.69484333,27.97860299,31.69484333,30.13863875
it123,30.22811695,33.55915707,30.81179126,36.65585139,32.42826688,33.55915707,35.41691658
it124,28.17290314,31.00113175,31.44723119,35.84723274,31.01611511,33.00184917,30.84834983
it125,28.11411882,33.53746559,29.23781681,35.97450965,34.01675981,34.9592438,33.96446076
it126,32.50635186,35.10782764,34.42231661,39.94481273,35.8517949,37.66514801,35.68539906
it127,19.50454031,24.31733678,20.83865169,28.80273845,25.78786268,27.50251516,24.32689382
it128,23.89274388,27.2307795,26.14492102,34.36416739,30.96158715,33.24597718,31.48870054
it129,21.99747863,26.3932935,27.23141443,33.67766978,27.33246973,31.03033074,25.57032963
it130,24.15924475,31.42103058,25.71011728,33.03962827,29.99384474,31.42103058,27.96027625
it131,24.61341737,28.63899658,25.12962347,30.69027827,30.69294227,30.69027827,28.21467484
it132,27.80756861,34.27053423,29.6352563,34.27053423,34.70435994,34.27053423,32.12289107
it133,27.71682599,30.3802841,30.05501788,36.55953833,33.72124042,32.83407249,32.40026333
it134,23.1708067,28.68451881,23.9191557,34.21273938,31.39090736,31.55552843,28.85238392
it135,23.6745971,27.93901376,24.18958252,34.06621526,29.25334926,32.75686903,29.43292182
it136,20.20061324,24.84198253,20.74405947,30.09441926,26.11793571,26.18048697,26.76995343
it137,26.50404134,31.56205212,27.90334257,35.58322201,28.90557318,32.94129351,28.92989077
it138,24.47523322,28.40399331,25.54039575,32.33396058,29.95752481,32.33396058,31.18181818
it139,30.13707255,36.95389895,32.03060363,39.79956873,36.2739537,37.4700882,36.96651236
it140,30.47672055,36.37374115,34.31042746,36.37374115,36.03185717,36.37374115,34.64360834
it141,31.26064049,36.59506617,35.32823309,38.50226228,36.83916675,36.99405003,33.77264716
it142,25.38121284,31.47895077,26.04816994,32.48484062,30.41210069,32.48484062,29.12356453
it143,29.69720244,35.73778003,32.77330191,35.73778003,34.79397135,35.73778003,32.59986546
it144,23.55042412,28.10280412,23.9724031,32.11192652,29.77635372,28.10280412,28.8536113
it145,22.82327466,27.79714858,24.00990639,31.60681766,28.00904836,29.31598481,30.81976937
it146,26.31745143,29.67126554,29.57922614,33.38485376,30.29786627,31.88667754,28.30627044
it147,31.05645686,33.40233783,33.87135641,40.41367563,34.27326001,36.40116632,33.35339224
it148,25.34136202,30.67624243,27.43555857,31.85397954,30.35875858,30.67624243,30.22549899
it149,24.87003488,28.26653381,27.29579451,36.20279763,32.41970768,35.01553205,31.01594378
it150,29.29060211,32.92295059,32.15356732,36.93249651,32.94854249,36.93249651,34.50692967
it151,28.57443781,33.85194981,31.87800748,33.85194981,32.98785436,33.85194981,31.28464085
it152,22.52564385,27.07370325,24.27313955,29.14434656,26.1028747,29.14434656,27.96722613
it153,21.30895839,26.49395937,25.58886865,31.25984562,28.05108444,26.57067903,24.57276124
it154,18.38620838,21.62598808,20.08416216,28.88739477,24.20906599,26.17163719,25.23063167
it155,26.54116942,30.13210677,29.43047496,32.43726502,31.32993123,30.13210677,28.1205585
it156,20.95131673,23.58808722,21.9901064,30.80380969,27.59562297,27.92491122,29.10284593
it157,23.91486507,26.61330186,25.76540518,34.29334807,30.20978888,30.52999704,29.51033322
it158,26.34085762,31.17672774,28.56195342,33.38308631,30.63006169,31.17672774,30.17332601
it159,21.28852852,27.38551347,22.00975277,33.66707452,26.03962553,32.02963152,32.08640871
it160,20.46457225,24.57566342,21.95241653,29.49765262,24.87646714,29.49765262,28.24669804
it161,31.12054441,38.89473198,32.84332542,40.05506683,33.88320997,38.89473198,34.85158705
it162,25.56219151,29.09102187,26.59549048,34.37679606,29.55964346,31.06582661,31.32410792
it163,25.84529927,29.54768118,28.3672815,32.00003809,30.2032791,29.54768118,28.19803296
it164,25.48642129,31.74003449,29.0834838,32.95086528,30.69511687,31.74003449,31.6131441
it165,29.57759383,32.1982358,31.13622412,36.98752651,32.54902978,36.98752651,34.10353819
it166,21.33002794,25.01779913,23.93076315,29.62458232,25.17518153,25.6041933,25.35395264
it167,21.43361919,26.78320867,22.10506986,30.96010086,26.62580628,28.93185183,27.75114182
it168,28.08235495,32.07189675,30.02607536,33.1431787,32.5281582,32.07189675,31.39867231
it169,24.27925203,29.43482923,27.28110444,30.99309657,29.30754467,29.47809669,26.36762735
it170,25.42332157,28.58059936,26.44178582,30.32328203,27.17823787,28.58059936,27.29501308
it171,22.39689024,28.01791843,22.89590161,31.39903553,27.91364977,30.30557157,26.59322197
it172,25.95435031,30.08287068,28.23479245,34.30303913,33.88425307,31.21837101,30.12142321
it173,23.48552553,27.91802899,28.52640207,32.72210407,28.88147561,31.60730119,27.52157628
it174,19.85671425,23.55943017,24.8586074,29.1349045,25.07984099,28.09560298,23.42258383
it175,25.54852376,28.51635724,26.37051103,33.84994034,31.22892246,33.84994034,28.38257689
it176,32.79744408,34.21987024,34.50231155,41.73122807,34.50231155,39.11233847,35.49622866
it177,26.86991994,30.84356938,26.86991994,37.01128507,30.56013548,33.38094555,32.61544757
it178,25.60960948,30.74718944,28.3465597,30.74718944,28.78948438,30.74718944,28.2482095
it179,26.430589,30.97603862,28.18551743,30.97603862,28.88155678,30.97603862,28.21478379
it180,19.63742248,26.91323456,24.22227623,28.05298371,24.87113233,28.05298371,25.79649414
it181,33.59948897,39.95838819,37.10879305,41.8562094,37.60593253,40.50255137,36.49936564
it182,30.03967598,37.43648507,33.33377846,37.43648507,35.4718495,37.43648507,34.25689336
it183,28.18884951,31.34795715,29.06424024,37.09191084,34.57743588,34.8441483,33.69340103
it184,21.79679903,23.99156491,23.03708473,29.80125088,25.17227182,26.71612921,28.35084318
it185,30.12462654,36.08716816,32.03554056,36.08716816,34.34703562,36.08716816,33.64021565
it186,26.36615471,31.27700157,26.960848,34.75929922,32.47708294,33.33985579,33.82290111
it187,24.77071001,31.79101356,28.97886361,33.28767324,29.33407713,31.79101356,29.91999901
it188,22.69706346,24.73653976,25.40380355,32.6679837,25.9634595,28.48427652,28.20085483
it189,27.65739206,32.3664917,28.24008236,35.43651857,33.52391159,34.26593035,33.47868538
it190,20.10111247,25.40234262,24.17273715,28.79664474,25.3328282,27.67420526,23.66699038
it191,23.27713984,29.14204491,23.56916222,29.14204491,28.01473288,29.14204491,27.11266923
it192,20.71441141,28.45017349,25.34288391,28.45017349,25.34288391,28.45017349,26.20613996
it193,26.63767547,30.08298191,28.192798,32.62181187,31.37365838,29.25935424,30.33748139
it194,23.50111473,25.73124394,24.37052537,33.9886379,31.00211811,32.76354929,32.3375441
it195,16.07651141,17.46789312,17.46789312,29.06192592,22.20824486,26.96829513,25.0887744
it196,23.57852203,28.39367225,27.13675303,32.30470419,31.12276333,28.39367225,25.67987011
it197,23.8421451,27.83772005,27.24640573,36.00207386,31.8140468,34.41516592,32.39129376
it198,27.12536304,30.70074703,29.3464991,33.47895091,29.92453834,30.70074703,29.10190291
it199,20.24645758,24.02675987,21.3663496,28.62781911,25.59649151,27.59880541,26.29768438
it200,24.81065137,28.69340339,27.34543414,32.45471709,29.12604572,29.34836462,28.57179647
it201,21.79079816,26.25572668,22.94924781,32.96083342,25.12962676,27.80576526,27.40568548
it202,22.53025719,29.15266218,24.87850972,31.642915,29.05115223,29.15266218,24.04897225
it203,24.3312077,28.27084169,25.74423261,33.50793494,29.65852649,30.20735665,30.13590867
it204,22.51225156,26.35536709,24.40655886,33.4262255,27.84209412,30.16890346,30.29033983
it205,22.18782913,24.69089253,22.90477745,31.6237222,25.57702165,27.41433665,26.54700969
it206,25.09356018,29.56116638,26.90977738,33.56498319,30.4360609,30.76438141,29.71791806
it207,18.13954053,21.14506954,19.20640192,30.45668723,25.01178723,25.69883784,23.61817958
it208,27.01025029,31.74217636,30.8509246,32.74459007,30.76135066,32.74459007,30.08884373
it209,26.72153793,31.96635575,29.64963362,35.91131723,32.67643442,34.72675588,30.63569062
it210,27.49312155,33.06950337,28.22845112,38.46115036,35.39643318,34.94680457,33.18445464
it211,18.78384469,21.70321226,21.35453605,27.28975858,24.58174149,27.28975858,24.46220336
it212,19.58021082,22.2381783,20.91910185,31.25330857,24.15445638,27.68043246,27.86393169
it213,29.34573348,32.38255396,29.45174835,36.0624624,31.85875079,33.95070519,32.62198772
it214,29.05301794,31.78218437,32.04680292,37.82339856,32.30508526,34.21072017,34.61631024
it215,30.87852018,34.4047988,32.23995101,40.49262656,36.17087805,38.76923308,35.71197188
it216,25.35256971,32.59518976,28.29326427,35.99298549,32.93496965,34.72148475,31.1005908
it217,27.34496883,32.29922469,31.27447287,38.54509611,34.42539985,33.12258034,32.96904599
it218,19.57634402,22.70642106,23.41580891,29.26676913,23.53128217,23.00933347,22.62385189
it219,21.49333938,28.41167352,22.21080006,31.03857402,26.64835431,28.41167352,28.14604885
it220,20.26724673,23.65012266,23.23926986,30.44757494,25.36793196,28.3535669,27.83577943
it221,21.07432019,27.59341561,21.61268976,27.59341561,28.09478258,27.8995342,25.15486599
it222,22.38517118,26.13997825,23.23434133,32.75227442,26.41024235,29.86111161,26.93400769
it223,17.52090225,20.09531579,19.33597144,28.30616608,22.08300491,22.10349348,21.49445416
it224,27.74749564,33.52320027,28.46071138,34.77126487,31.46266232,33.52320027,30.61701449
it225,24.53426292,26.47454874,24.88601989,33.58782496,29.33103179,32.19779352,29.79679439
it226,21.53940018,26.72727056,24.0419752,32.13503706,29.68716682,29.13771408,30.09212504
it227,21.70694562,27.32062021,25.11992896,27.32062021,27.06764075,27.32062021,24.75012113
it228,26.31810111,28.11219874,28.57181883,34.99138521,28.57181883,33.89350017,32.3684059
it229,19.07629237,20.58077541,21.00917454,30.01610862,21.46856802,25.98715587,27.06043533
it230,17.51572032,20.71590163,18.23266414,28.33235576,22.8122989,23.24652792,21.99147264
it231,30.30133521,31.64904054,31.27325343,38.22044917,34.22711616,36.64806714,36.14268724
it232,21.82734155,26.64167604,24.19028922,30.25291403,25.84384147,27.77110959,25.4789203
it233,26.22094277,31.5664208,31.66065238,35.0848829,33.82964959,33.85308711,30.03908706
it234,22.68919235,27.29690668,26.64190368,29.5164582,27.40432157,29.5164582,25.97880994
it235,22.97025354,27.59937348,25.94698046,29.13164613,27.01150569,27.59937348,26.4239251
it236,23.20505571,27.4027927,23.20505571,33.42626177,29.6025074,31.12242383,29.54932169
it237,22.71413328,27.99116769,27.65949915,31.202514,27.81691177,27.99116769,28.09519228
it238,22.00437031,29.42960066,23.70501223,31.12811954,27.69458754,29.64451918,27.5723361
it239,26.30470844,30.59625668,27.25380003,33.08268329,28.72609451,30.59625668,29.42334671
it240,30.55746234,33.97318407,34.47711105,39.5259297,34.4016427,36.71653826,33.77986678
it241,22.35086224,26.12651918,25.00461314,34.23074703,26.70871334,30.59980053,30.89918312
it242,23.66862428,26.57113068,25.84267526,31.3473412,28.12573591,31.3473412,27.21726308
it243,24.48103402,28.18616215,27.46963365,30.75423188,28.65558731,30.75423188,28.08618121
it244,25.29121475,29.6378076,28.92725541,31.8489283,29.03123867,29.6378076,28.63568973
it245,21.03868648,28.19243163,21.23146252,29.27216414,27.93998162,29.27216414,27.02707427
it246,20.55029895,25.39141867,23.60715068,28.96011686,27.22902591,25.39141867,26.73456487
it247,28.26713295,31.6524787,30.73113568,35.62577352,36.19126704,34.36061315,33.13249336
it248,25.3465851,29.47833835,27.95823094,33.90212594,30.52035409,30.54776712,28.58218607
it249,30.74522763,33.64047628,33.18608549,36.9296077,35.15043318,33.64047628,33.30792222
it250,30.12139498,35.80265507,30.68087088,38.2002253,36.07368978,37.12507092,36.09397346
it251,25.47440788,28.98484531,25.65638623,36.56071001,28.23839881,31.56071064,29.24902575
it252,34.63855497,39.44294351,35.27026397,41.03477414,39.74907897,39.90471819,39.44835617
it253,29.99982123,34.23504248,31.81899938,34.23504248,32.22293597,34.23504248,32.92231014
it254,25.51320325,29.34928309,25.82781431,34.97241356,31.37787271,32.37691291,29.60227088
it255,20.28067056,23.29619903,20.97928703,36.04937085,26.74672311,30.55089581,29.09588601
it256,23.61980793,28.51852077,23.90039576,32.4998308,29.37699037,31.23338574,28.13380939
it257,24.01406258,28.83039886,25.15033213,30.51908858,26.13381369,28.83039886,25.80748585
it258,29.67846788,33.75677278,32.2484624,37.01111622,34.2961835,35.82253874,33.94304109
it259,27.63052114,32.27415287,30.91841051,35.71070958,31.27473481,35.71070958,30.87837424
it260,27.30842159,33.72049067,31.50691254,34.74460378,34.28787084,33.72049067,31.27851138
it261,21.12557737,28.32434166,22.31736145,36.28061811,29.09863028,31.30805518,29.79367748
it262,20.18725691,22.05927818,21.28704613,28.69614366,24.3265703,24.40958015,25.157759
it263,20.96578027,26.50764123,23.73611836,31.54741784,27.13408437,30.41007526,28.25596335
it264,23.527987,28.00771828,25.62085886,32.1622694,27.43979734,29.99050589,28.48578645
it265,24.76370253,26.11993482,25.09062279,34.4211916,27.57653984,32.0420379,30.66587376
it266,24.80054605,29.12396176,25.3665492,33.01823185,29.71516112,30.49927372,29.12293827
it267,24.27198473,29.42570816,26.35053525,34.25939218,28.52072567,31.44492372,30.31143166
it268,28.54223025,33.03507756,33.04376566,35.96014061,34.26824117,35.96014061,31.47396087
it269,26.05750312,29.31642305,27.69019078,34.46863427,29.49720064,34.46863427,30.50646937
it270,25.04906492,30.07784045,25.37662208,34.91083269,31.10489184,32.82362347,31.7508382
it271,30.90009728,35.6654647,31.24776421,36.97860097,32.19795089,35.6654647,33.79553937
it272,24.72299116,29.34893101,29.01984227,34.09031109,29.49048143,32.86295827,27.90185653
it273,24.26481858,27.68162038,24.71793226,32.9839005,26.84283218,30.68128536,29.14374771
it274,30.16306124,36.98298422,33.35798188,36.98298422,33.16296126,36.98298422,31.83781246
it275,22.45686446,27.4716042,25.11484647,30.36686832,28.65285667,27.79674806,27.25257843
it276,25.1204122,29.59243842,29.53395305,34.07303178,31.03227077,31.29194296,29.809531
it277,28.41817337,30.59771869,30.83553245,38.18562997,34.13331701,36.41940928,35.28170128
it278,26.81934822,28.54942675,30.06765537,36.00809456,30.73608715,32.72309185,30.5541293
it279,21.08300041,24.94641458,21.92035432,33.53696582,28.3799598,27.817257,28.23134901
it280,24.16536799,32.45742646,26.29517945,33.55641719,29.58389532,32.45742646,28.92988691
it281,25.6903993,29.77064204,26.26995327,38.48831569,29.69462467,35.48618211,32.87193454
it282,28.47897304,29.93646038,29.51713232,37.7849779,31.96269634,34.75653466,32.77338358
it283,25.61423928,27.36267463,27.68520091,36.55252598,30.18234773,31.07524241,29.11735076
it284,25.89368228,32.06478394,28.0045743,34.22459096,29.25120213,30.68983153,28.16971966
it285,19.30716337,24.81609104,21.35935228,27.16117362,24.49686059,25.1352161,24.74056046
it286,21.94782017,26.04380142,24.75055579,33.08196283,29.9966897,31.70812839,31.27153626
it287,23.45370335,29.79732749,24.93073581,30.89051484,26.76758486,29.79732749,27.14537164
it288,28.92687723,34.4255934,32.10644135,34.4255934,33.10890801,34.4255934,31.88359479
it289,31.35677719,36.92105563,35.85940481,36.92105563,36.61455776,36.92105563,34.34256888
it290,22.61423255,26.86030131,25.95546321,26.86030131,27.94592925,26.86030131,25.71448994
it291,25.07536155,29.6571735,27.63048355,34.11665203,29.90621525,29.6571735,26.909559
it292,24.88777096,32.21956725,24.88777096,33.87570058,29.5395967,32.21956725,30.0209192
it293,20.15896435,23.46626284,21.85878834,28.13020121,24.49310465,26.50950507,22.01104132
it294,24.01596488,26.6546669,27.83508058,32.37324424,29.80986174,31.13496199,30.47092816
it295,25.96545385,27.41255564,26.86449531,36.55034149,32.09792319,33.90688944,32.90341121
it296,23.62156384,28.01661863,25.66974587,31.35062116,25.60230975,29.23710532,26.80579072
it297,27.04491277,31.99520396,30.85157407,34.0143322,31.76377445,34.0143322,31.27211571
it298,23.67633476,26.96108356,25.75348761,33.61081816,27.11466259,31.65113075,30.05660909
it299,24.78416063,30.76433277,27.19429048,33.54816752,30.84199719,30.77976556,27.96014433
it300,24.54979166,28.20145176,26.22898834,30.51003579,26.70568184,29.23556657,26.82901526
it301,34.31937014,36.67495659,37.42827263,42.2818785,37.74643909,39.01024252,38.48567507
it302,27.23877923,31.50445406,29.92013811,32.56944496,30.9259469,32.56944496,30.5754206
it303,23.33837765,24.85346393,23.56219515,31.51438532,27.05156985,30.31491832,28.75712298
it304,27.10280829,30.36471882,29.71432165,36.85558528,33.10519449,34.75202045,34.70192402
it305,24.286858,26.77825373,26.97207185,36.68899989,30.94224217,33.05598639,30.63359284
it306,21.85237177,24.90472796,24.61290111,29.50753654,25.06684014,29.50753654,24.87326039
it307,31.37367834,35.97839881,33.20116108,37.09493703,35.44608408,35.97839881,33.46935382
it308,33.7507289,40.09225304,36.0309336,40.09225304,37.90152469,40.09225304,39.72218421
it309,26.35165287,30.48553898,29.81569396,34.55224105,31.55560624,30.48553898,29.76970557
